Banco,Tipo,RandomForest_F1_Treino,RandomForest_F1_Teste
plant_growth_data_k_anonimizado_codificado_bootstrap_7.xlsx,K-Anonimizado,0.945369112227145,0.7113930343597863
plant_growth_data_l_diverso_codificado_bootstrap_1.xlsx,L-Diverso,0.9564200616695295,0.6854396171424033
plant_growth_data_l_diverso_codificado_bootstrap_2.xlsx,L-Diverso,0.9302030539010708,0.6013275939746527
plant_growth_data_l_diverso_codificado_bootstrap_3.xlsx,L-Diverso,0.9562731942630259,0.6292425806048096
plant_growth_data_l_diverso_codificado_bootstrap_4.xlsx,L-Diverso,0.944738378288631,0.6794938830232947
plant_growth_data_l_diverso_codificado_bootstrap_5.xlsx,L-Diverso,0.953507727792462,0.6007904573552709
plant_growth_data_l_diverso_codificado_bootstrap_6.xlsx,L-Diverso,0.9592803261553492,0.658580045984138
plant_growth_data_l_diverso_codificado_bootstrap_7.xlsx,L-Diverso,0.9796161411939991,0.7455570076414066
plant_growth_data_t_close_codificado_bootstrap_1.xlsx,T-Close,0.938685206009251,0.5634281404869641
plant_growth_data_t_close_codificado_bootstrap_2.xlsx,T-Close,0.9766147451040528,0.6118598829865487
plant_growth_data_t_close_codificado_bootstrap_3.xlsx,T-Close,0.9709513713978936,0.7127461633653583
plant_growth_data_t_close_codificado_bootstrap_4.xlsx,T-Close,0.9592311647583456,0.55859378839255
plant_growth_data_t_close_codificado_bootstrap_5.xlsx,T-Close,0.965107619859538,0.6557638439991381
plant_growth_data_t_close_codificado_bootstrap_6.xlsx,T-Close,0.9679157665511637,0.7068019201300935
plant_growth_data_t_close_codificado_bootstrap_7.xlsx,T-Close,0.9681070459137094,0.6616426057602528
predictive_maintenance_bootstrap_1.xlsx,Original,1.0,0.9997003342392267
predictive_maintenance_bootstrap_2.xlsx,Original,1.0,0.9987990130079811
predictive_maintenance_bootstrap_3.xlsx,Original,1.0,0.9992991488455505
predictive_maintenance_bootstrap_4.xlsx,Original,1.0,0.9992049528483251
predictive_maintenance_bootstrap_5.xlsx,Original,1.0,0.9993002432528018
predictive_maintenance_bootstrap_6.xlsx,Original,1.0,0.9995003467622172
predictive_maintenance_bootstrap_7.xlsx,Original,1.0,0.9992996684105065
predictive_maintenance_dp_bootstrap_1.xlsx,DP,1.0,0.8681201037548304
predictive_maintenance_dp_bootstrap_2.xlsx,DP,1.0,0.8665058323328576
predictive_maintenance_dp_bootstrap_3.xlsx,DP,1.0,0.8715704409864975
predictive_maintenance_dp_bootstrap_4.xlsx,DP,1.0,0.8708710409253657
predictive_maintenance_dp_bootstrap_5.xlsx,DP,1.0,0.8660048733002366
predictive_maintenance_dp_bootstrap_6.xlsx,DP,1.0,0.8671980856846195
predictive_maintenance_dp_bootstrap_7.xlsx,DP,1.0,0.8635665371156955
predictive_maintenance_k_anonimizado_codificado_bootstrap_1.xlsx,K-Anonimizado,1.0,0.994388963180047
predictive_maintenance_k_anonimizado_codificado_bootstrap_2.xlsx,K-Anonimizado,1.0,0.9937826852379013
predictive_maintenance_k_anonimizado_codificado_bootstrap_3.xlsx,K-Anonimizado,1.0,0.9950990233303566
predictive_maintenance_k_anonimizado_codificado_bootstrap_4.xlsx,K-Anonimizado,1.0,0.9944175802942606
predictive_maintenance_k_anonimizado_codificado_bootstrap_5.xlsx,K-Anonimizado,0.9997349020908434,0.9933257944250793
predictive_maintenance_k_anonimizado_codificado_bootstrap_6.xlsx,K-Anonimizado,1.0,0.9933171145560744
predictive_maintenance_k_anonimizado_codificado_bootstrap_7.xlsx,K-Anonimizado,1.0,0.9947269458840768
predictive_maintenance_l_diverso_codificado_bootstrap_1.xlsx,L-Diverso,0.9970746293021655,0.9562324629473693
predictive_maintenance_l_diverso_codificado_bootstrap_2.xlsx,L-Diverso,0.9970774323946546,0.9445030865114585
predictive_maintenance_l_diverso_codificado_bootstrap_3.xlsx,L-Diverso,0.9970748264872842,0.9677737182902515
predictive_maintenance_l_diverso_codificado_bootstrap_4.xlsx,L-Diverso,0.9970745331000144,0.9589407340229729
predictive_maintenance_l_diverso_codificado_bootstrap_5.xlsx,L-Diverso,1.0,0.9416483625215373
predictive_maintenance_l_diverso_codificado_bootstrap_6.xlsx,L-Diverso,0.9875693529257379,0.9442908547378177
predictive_maintenance_l_diverso_codificado_bootstrap_7.xlsx,L-Diverso,0.997807700898759,0.9501664832079367
predictive_maintenance_t_close_codificado_bootstrap_1.xlsx,T-Close,1.0,0.9954440699806998
predictive_maintenance_t_close_codificado_bootstrap_2.xlsx,T-Close,1.0,0.9951052345816084
predictive_maintenance_t_close_codificado_bootstrap_3.xlsx,T-Close,1.0,0.9946192079247382
predictive_maintenance_t_close_codificado_bootstrap_4.xlsx,T-Close,1.0,0.9924859648257188
predictive_maintenance_t_close_codificado_bootstrap_5.xlsx,T-Close,1.0,0.9942512218275132
predictive_maintenance_t_close_codificado_bootstrap_6.xlsx,T-Close,1.0,0.9932491620819508
predictive_maintenance_t_close_codificado_bootstrap_7.xlsx,T-Close,1.0,0.9927089347672604
recruitment_data_bootstrap_1.xlsx,Original,1.0,0.9615332004543029
recruitment_data_bootstrap_2.xlsx,Original,1.0,0.9631153054621425
recruitment_data_bootstrap_3.xlsx,Original,1.0,0.965682942820225
recruitment_data_bootstrap_4.xlsx,Original,1.0,0.9535128264859013
recruitment_data_bootstrap_5.xlsx,Original,1.0,0.9585760342027102
recruitment_data_bootstrap_6.xlsx,Original,0.9998332777671749,0.9697589959344546
recruitment_data_bootstrap_7.xlsx,Original,1.0,0.9676294416467914
recruitment_data_dp_bootstrap_1.xlsx,DP,1.0,0.803153747359359
recruitment_data_dp_bootstrap_2.xlsx,DP,1.0,0.8024307825849496
recruitment_data_dp_bootstrap_3.xlsx,DP,1.0,0.7975240184811637
recruitment_data_dp_bootstrap_4.xlsx,DP,1.0,0.8265862627500349
recruitment_data_dp_bootstrap_5.xlsx,DP,1.0,0.806136400217102
recruitment_data_dp_bootstrap_6.xlsx,DP,1.0,0.785882981088528
recruitment_data_dp_bootstrap_7.xlsx,DP,1.0,0.8176544449460114
recruitment_data_k_anonimizado_codificado_bootstrap_1.xlsx,K-Anonimizado,0.9881765170142123,0.7638001813099518
recruitment_data_k_anonimizado_codificado_bootstrap_2.xlsx,K-Anonimizado,0.9716624046508994,0.7331637235856862
recruitment_data_k_anonimizado_codificado_bootstrap_3.xlsx,K-Anonimizado,0.9797345198403569,0.7942220400567556
recruitment_data_k_anonimizado_codificado_bootstrap_4.xlsx,K-Anonimizado,0.9771790760037258,0.7625447975520983
recruitment_data_k_anonimizado_codificado_bootstrap_5.xlsx,K-Anonimizado,0.9696186197423255,0.7615939091180367
recruitment_data_k_anonimizado_codificado_bootstrap_6.xlsx,K-Anonimizado,0.9716895006650264,0.7523610800901699
recruitment_data_k_anonimizado_codificado_bootstrap_7.xlsx,K-Anonimizado,0.9809993534568717,0.7674176412358649
recruitment_data_l_diverso_codificado_bootstrap_1.xlsx,L-Diverso,0.9800610413099312,0.7812758645797921
recruitment_data_l_diverso_codificado_bootstrap_2.xlsx,L-Diverso,0.9927530192144498,0.7752894608313612
recruitment_data_l_diverso_codificado_bootstrap_3.xlsx,L-Diverso,0.9864110375615066,0.7643749355773499
recruitment_data_l_diverso_codificado_bootstrap_4.xlsx,L-Diverso,0.9900372550923784,0.7827046145575064
recruitment_data_l_diverso_codificado_bootstrap_5.xlsx,L-Diverso,0.9864133753601324,0.7264273663532032
recruitment_data_l_diverso_codificado_bootstrap_6.xlsx,L-Diverso,0.9972842206569019,0.7719298798819083
recruitment_data_l_diverso_codificado_bootstrap_7.xlsx,L-Diverso,0.9818780543182237,0.7550748702880382
recruitment_data_t_close_codificado_bootstrap_1.xlsx,T-Close,0.9427224831933895,0.7868276119761701
recruitment_data_t_close_codificado_bootstrap_2.xlsx,T-Close,0.9473121379674445,0.820764664939605
recruitment_data_t_close_codificado_bootstrap_3.xlsx,T-Close,0.9339469845214114,0.7795179619986138
recruitment_data_t_close_codificado_bootstrap_4.xlsx,T-Close,0.9318506733459794,0.7820074600113764
recruitment_data_t_close_codificado_bootstrap_5.xlsx,T-Close,0.9314881011372271,0.7913299485214391
recruitment_data_t_close_codificado_bootstrap_6.xlsx,T-Close,0.9419100965837863,0.7973938027862844
recruitment_data_t_close_codificado_bootstrap_7.xlsx,T-Close,0.957351149273034,0.8425204657775074
smoking_bootstrap_1.xlsx,Original,0.9999955110357254,0.9146832320270508
smoking_bootstrap_2.xlsx,Original,1.0,0.9142576149034267
smoking_bootstrap_3.xlsx,Original,0.9999865330524921,0.9143216079091177
smoking_bootstrap_4.xlsx,Original,0.9999955110367982,0.9111737944455627
smoking_bootstrap_5.xlsx,Original,1.0,0.9140439884673291
smoking_bootstrap_6.xlsx,Original,0.9999865330096507,0.9123813349494766
smoking_bootstrap_7.xlsx,Original,1.0,0.9128342840663478
smoking_dp_bootstrap_1.xlsx,DP,1.0,0.819732378442726
smoking_dp_bootstrap_2.xlsx,DP,1.0,0.8210093527173079
smoking_dp_bootstrap_3.xlsx,DP,1.0,0.8187743580484554
smoking_dp_bootstrap_4.xlsx,DP,1.0,0.8163961124499999
smoking_dp_bootstrap_5.xlsx,DP,1.0,0.821131663052318
smoking_dp_bootstrap_6.xlsx,DP,1.0,0.8216611193547296
smoking_dp_bootstrap_7.xlsx,DP,1.0,0.8202975502801573
smoking_k_anonimizado_codificado_bootstrap_1.xlsx,K-Anonimizado,0.9832258829135524,0.7641040541211703
smoking_k_anonimizado_codificado_bootstrap_2.xlsx,K-Anonimizado,0.9807560239636984,0.7551346063209469
smoking_k_anonimizado_codificado_bootstrap_3.xlsx,K-Anonimizado,0.9820505301792695,0.7570128614146195
smoking_k_anonimizado_codificado_bootstrap_4.xlsx,K-Anonimizado,0.9826915221564938,0.7601052130996362
smoking_k_anonimizado_codificado_bootstrap_5.xlsx,K-Anonimizado,0.9831688098811279,0.7604623905406835
smoking_k_anonimizado_codificado_bootstrap_6.xlsx,K-Anonimizado,0.9831219599049386,0.7550215880422713
smoking_k_anonimizado_codificado_bootstrap_7.xlsx,K-Anonimizado,0.9824161227233977,0.7675964603330689
smoking_l_diverso_codificado_bootstrap_1.xlsx,L-Diverso,0.9807228599347549,0.691195950289407
smoking_l_diverso_codificado_bootstrap_2.xlsx,L-Diverso,0.9814286267817136,0.6939047569720157
smoking_l_diverso_codificado_bootstrap_3.xlsx,L-Diverso,0.9805426967197658,0.6844816609111087
smoking_l_diverso_codificado_bootstrap_4.xlsx,L-Diverso,0.9802874046791805,0.6820763176962796
smoking_l_diverso_codificado_bootstrap_5.xlsx,L-Diverso,0.9801374994076253,0.6846602761857533
smoking_l_diverso_codificado_bootstrap_6.xlsx,L-Diverso,0.9796120408522071,0.6790450676916964
smoking_l_diverso_codificado_bootstrap_7.xlsx,L-Diverso,0.9797920451689158,0.6804854658739231
smoking_t_close_codificado_bootstrap_1.xlsx,T-Close,0.9497975237241952,0.7034667258375287
smoking_t_close_codificado_bootstrap_2.xlsx,T-Close,0.9484981617434991,0.7121217893432829
smoking_t_close_codificado_bootstrap_3.xlsx,T-Close,0.9477124072650241,0.7095470581133504
smoking_t_close_codificado_bootstrap_4.xlsx,T-Close,0.9479575503703025,0.7226251295220829
smoking_t_close_codificado_bootstrap_5.xlsx,T-Close,0.9431403808008711,0.7160729978793242
smoking_t_close_codificado_bootstrap_6.xlsx,T-Close,0.945479763827629,0.7100104477428192
smoking_t_close_codificado_bootstrap_7.xlsx,T-Close,0.9434162382950992,0.7116594544969316
Student_Depression_Dataset_bootstrap_1.xlsx,Original,1.0,0.9289947105366559
Student_Depression_Dataset_bootstrap_2.xlsx,Original,0.9999910385539283,0.9264737641267912
Student_Depression_Dataset_bootstrap_3.xlsx,Original,0.9999910389544902,0.9271389154324423
Student_Depression_Dataset_bootstrap_4.xlsx,Original,0.9999910389569575,0.927030861179834
Student_Depression_Dataset_bootstrap_5.xlsx,Original,1.0,0.9277498215105199
Student_Depression_Dataset_bootstrap_6.xlsx,Original,1.0,0.9255073170439287
Student_Depression_Dataset_bootstrap_7.xlsx,Original,1.0,0.9295083291558864
Student_Depression_Dataset_dp_bootstrap_1.xlsx,DP,1.0,0.8171851930346135
Student_Depression_Dataset_dp_bootstrap_2.xlsx,DP,1.0,0.8156344397612438
Student_Depression_Dataset_dp_bootstrap_3.xlsx,DP,1.0,0.8153971974586254
Student_Depression_Dataset_dp_bootstrap_4.xlsx,DP,1.0,0.8156214690148756
Student_Depression_Dataset_dp_bootstrap_5.xlsx,DP,1.0,0.8125241307914411
Student_Depression_Dataset_dp_bootstrap_6.xlsx,DP,1.0,0.8166174743747436
Student_Depression_Dataset_dp_bootstrap_7.xlsx,DP,1.0,0.8107036325000008
Student_Depression_Dataset_k_anonimizado_codificado_bootstrap_1.xlsx,K-Anonimizado,0.9874458091378013,0.8410875062001925
Student_Depression_Dataset_k_anonimizado_codificado_bootstrap_2.xlsx,K-Anonimizado,0.9876667186476924,0.8433249906767146
Student_Depression_Dataset_k_anonimizado_codificado_bootstrap_3.xlsx,K-Anonimizado,0.9875785717156018,0.8486462192490236
Student_Depression_Dataset_k_anonimizado_codificado_bootstrap_4.xlsx,K-Anonimizado,0.9855072854728787,0.8356968934062603
Student_Depression_Dataset_k_anonimizado_codificado_bootstrap_5.xlsx,K-Anonimizado,0.9867571427339765,0.8386101106164251
Student_Depression_Dataset_k_anonimizado_codificado_bootstrap_6.xlsx,K-Anonimizado,0.9864872410973051,0.8413339053225437
Student_Depression_Dataset_k_anonimizado_codificado_bootstrap_7.xlsx,K-Anonimizado,0.9872887214377112,0.8429081226251313
Student_Depression_Dataset_l_diverso_codificado_bootstrap_1.xlsx,L-Diverso,0.9854565641594564,0.8431248558201944
Student_Depression_Dataset_l_diverso_codificado_bootstrap_2.xlsx,L-Diverso,0.9874202822760625,0.8532542090494244
Student_Depression_Dataset_l_diverso_codificado_bootstrap_3.xlsx,L-Diverso,0.9840046227596868,0.8549413748238462
Student_Depression_Dataset_l_diverso_codificado_bootstrap_4.xlsx,L-Diverso,0.9888717883401051,0.8436841911610415
Student_Depression_Dataset_l_diverso_codificado_bootstrap_5.xlsx,L-Diverso,0.9862535990585558,0.8530129766667714
Student_Depression_Dataset_l_diverso_codificado_bootstrap_6.xlsx,L-Diverso,0.985200272272834,0.8469444554223818
Student_Depression_Dataset_l_diverso_codificado_bootstrap_7.xlsx,L-Diverso,0.985428020476582,0.8554297419503918
Student_Depression_Dataset_t_close_codificado_bootstrap_1.xlsx,T-Close,0.967660130671059,0.7524044205833123
Student_Depression_Dataset_t_close_codificado_bootstrap_2.xlsx,T-Close,0.9688245685460819,0.7483339666524021
Student_Depression_Dataset_t_close_codificado_bootstrap_3.xlsx,T-Close,0.9718521733991154,0.7627824610453849
Student_Depression_Dataset_t_close_codificado_bootstrap_4.xlsx,T-Close,0.968911971904421,0.755104609748737
Student_Depression_Dataset_t_close_codificado_bootstrap_5.xlsx,T-Close,0.9640697328023874,0.7612839756555986
Student_Depression_Dataset_t_close_codificado_bootstrap_6.xlsx,T-Close,0.9660161645566469,0.74391892240919
Student_Depression_Dataset_t_close_codificado_bootstrap_7.xlsx,T-Close,0.9638970446226487,0.754645838348666
telco_customer_churn_bootstrap_1.xlsx,Original,0.9982606823450748,0.9034289033291131
telco_customer_churn_bootstrap_2.xlsx,Original,0.9980835222344295,0.9016373108617213
telco_customer_churn_bootstrap_3.xlsx,Original,0.9979766114704882,0.9007683225236173
telco_customer_churn_bootstrap_4.xlsx,Original,0.9984024615173437,0.9004839919482208
telco_customer_churn_bootstrap_5.xlsx,Original,0.9988638692714094,0.9067338930790771
telco_customer_churn_bootstrap_6.xlsx,Original,0.9980481466830635,0.8976141259581685
telco_customer_churn_bootstrap_7.xlsx,Original,0.9989349402869875,0.9028730987040167
telco_customer_churn_dp_bootstrap_1.xlsx,DP,1.0,0.8259267110411177
telco_customer_churn_dp_bootstrap_2.xlsx,DP,1.0,0.8259759413129626
telco_customer_churn_dp_bootstrap_3.xlsx,DP,1.0,0.8360453587123148
telco_customer_churn_dp_bootstrap_4.xlsx,DP,1.0,0.8386020240705372
telco_customer_churn_dp_bootstrap_5.xlsx,DP,1.0,0.8328279773511766
telco_customer_churn_dp_bootstrap_6.xlsx,DP,1.0,0.8314534037360278
telco_customer_churn_dp_bootstrap_7.xlsx,DP,1.0,0.83617567263036
telco_customer_churn_k_anonimizado_codificado_bootstrap_1.xlsx,K-Anonimizado,0.9868243150497766,0.8555678359022185
telco_customer_churn_k_anonimizado_codificado_bootstrap_2.xlsx,K-Anonimizado,0.9846798739145306,0.8541951898159009
telco_customer_churn_k_anonimizado_codificado_bootstrap_3.xlsx,K-Anonimizado,0.9820557908132489,0.8501105316554272
telco_customer_churn_k_anonimizado_codificado_bootstrap_4.xlsx,K-Anonimizado,0.9880662870019489,0.8722300734074665
telco_customer_churn_k_anonimizado_codificado_bootstrap_5.xlsx,K-Anonimizado,0.9861140440305072,0.8621582439757203
telco_customer_churn_k_anonimizado_codificado_bootstrap_6.xlsx,K-Anonimizado,0.9873677571465109,0.8699530838773146
telco_customer_churn_k_anonimizado_codificado_bootstrap_7.xlsx,K-Anonimizado,0.9886778445462985,0.8671521796616648
telco_customer_churn_l_diverso_codificado_bootstrap_1.xlsx,L-Diverso,0.987106344803833,0.8466184301233378
telco_customer_churn_l_diverso_codificado_bootstrap_2.xlsx,L-Diverso,0.9866153803179823,0.8432942853888935
telco_customer_churn_l_diverso_codificado_bootstrap_3.xlsx,L-Diverso,0.9857561653635066,0.8495556366851164
telco_customer_churn_l_diverso_codificado_bootstrap_4.xlsx,L-Diverso,0.9852651111266113,0.8221369244919845
telco_customer_churn_l_diverso_codificado_bootstrap_5.xlsx,L-Diverso,0.9841591601520812,0.8310251463715875
telco_customer_churn_l_diverso_codificado_bootstrap_6.xlsx,L-Diverso,0.9842823427594449,0.8124118536284156
telco_customer_churn_l_diverso_codificado_bootstrap_7.xlsx,L-Diverso,0.9807217126455423,0.8118177754435763
telco_customer_churn_t_close_codificado_bootstrap_1.xlsx,T-Close,1.0,0.872450058644389
telco_customer_churn_t_close_codificado_bootstrap_2.xlsx,T-Close,1.0,0.8849335999167238
telco_customer_churn_t_close_codificado_bootstrap_3.xlsx,T-Close,1.0,0.88360674559002
telco_customer_churn_t_close_codificado_bootstrap_4.xlsx,T-Close,1.0,0.8686788256174818
telco_customer_churn_t_close_codificado_bootstrap_5.xlsx,T-Close,1.0,0.8858622834552461
telco_customer_churn_t_close_codificado_bootstrap_6.xlsx,T-Close,1.0,0.9005416523703748
telco_customer_churn_t_close_codificado_bootstrap_7.xlsx,T-Close,1.0,0.8747144403782215
Term_Deposit_Prediction_bootstrap_1.xlsx,Original,0.9999841998141095,0.9527928470298115
Term_Deposit_Prediction_bootstrap_2.xlsx,Original,0.9999920998888516,0.9543908659577365
Term_Deposit_Prediction_bootstrap_3.xlsx,Original,0.9999841998140017,0.9536730622142097
Term_Deposit_Prediction_bootstrap_4.xlsx,Original,1.0,0.9536230880918204
Term_Deposit_Prediction_bootstrap_5.xlsx,Original,1.0,0.9525548921397273
Term_Deposit_Prediction_bootstrap_6.xlsx,Original,0.9999920995780002,0.9531930720637627
Term_Deposit_Prediction_bootstrap_7.xlsx,Original,1.0,0.9515652557773404
Term_Deposit_Prediction_dp_bootstrap_1.xlsx,DP,1.0,0.8518570053999781
Term_Deposit_Prediction_dp_bootstrap_2.xlsx,DP,1.0,0.8531158995268109
Term_Deposit_Prediction_dp_bootstrap_3.xlsx,DP,0.9999921000333778,0.8500397118280582
Term_Deposit_Prediction_dp_bootstrap_4.xlsx,DP,1.0,0.8516288335151284
Term_Deposit_Prediction_dp_bootstrap_5.xlsx,DP,1.0,0.8505050037509772
Term_Deposit_Prediction_dp_bootstrap_6.xlsx,DP,1.0,0.8498862916275673
Term_Deposit_Prediction_dp_bootstrap_7.xlsx,DP,1.0,0.8538314316090043
Term_Deposit_Prediction_k_anonimizado_codificado_bootstrap_1.xlsx,K-Anonimizado,0.9923131104263007,0.9319171947131277
Term_Deposit_Prediction_k_anonimizado_codificado_bootstrap_2.xlsx,K-Anonimizado,0.9934278033577391,0.9279430183513349
Term_Deposit_Prediction_k_anonimizado_codificado_bootstrap_3.xlsx,K-Anonimizado,0.9917306797365464,0.9276915296174412
Term_Deposit_Prediction_k_anonimizado_codificado_bootstrap_4.xlsx,K-Anonimizado,0.9923113032215879,0.9278026004482559
Term_Deposit_Prediction_k_anonimizado_codificado_bootstrap_5.xlsx,K-Anonimizado,0.9923873630359348,0.9336085684668125
Term_Deposit_Prediction_k_anonimizado_codificado_bootstrap_6.xlsx,K-Anonimizado,0.9916998606458403,0.9269852503212912
Term_Deposit_Prediction_k_anonimizado_codificado_bootstrap_7.xlsx,K-Anonimizado,0.9904216736332587,0.9292011309639611
Term_Deposit_Prediction_l_diverso_codificado_bootstrap_1.xlsx,L-Diverso,0.9872694681831412,0.9075538779200573
Term_Deposit_Prediction_l_diverso_codificado_bootstrap_2.xlsx,L-Diverso,0.9897603946554134,0.9009333893650556
Term_Deposit_Prediction_l_diverso_codificado_bootstrap_3.xlsx,L-Diverso,0.9891604383514998,0.9009229613374383
Term_Deposit_Prediction_l_diverso_codificado_bootstrap_4.xlsx,L-Diverso,0.9895291709674812,0.8989049768982461
Term_Deposit_Prediction_l_diverso_codificado_bootstrap_5.xlsx,L-Diverso,0.9900368608988284,0.9024026241836054
Term_Deposit_Prediction_l_diverso_codificado_bootstrap_6.xlsx,L-Diverso,0.9893451123749137,0.9024049281848191
Term_Deposit_Prediction_l_diverso_codificado_bootstrap_7.xlsx,L-Diverso,0.9920664219089523,0.905529036280776
Term_Deposit_Prediction_t_close_codificado_bootstrap_1.xlsx,T-Close,1.0,0.979928879850118
Term_Deposit_Prediction_t_close_codificado_bootstrap_2.xlsx,T-Close,1.0,0.9824856789428973
Term_Deposit_Prediction_t_close_codificado_bootstrap_3.xlsx,T-Close,1.0,0.9809111104189071
Term_Deposit_Prediction_t_close_codificado_bootstrap_4.xlsx,T-Close,1.0,0.9802619833735623
Term_Deposit_Prediction_t_close_codificado_bootstrap_5.xlsx,T-Close,1.0,0.9775936923639102
Term_Deposit_Prediction_t_close_codificado_bootstrap_6.xlsx,T-Close,1.0,0.9826640690675255
Term_Deposit_Prediction_t_close_codificado_bootstrap_7.xlsx,T-Close,1.0,0.9813371153388519
TravelInsurancePrediction_bootstrap_1.xlsx,Original,0.9408976956751616,0.8563321916353516
TravelInsurancePrediction_bootstrap_2.xlsx,Original,0.950997599569291,0.8705763520702181
TravelInsurancePrediction_bootstrap_3.xlsx,Original,0.9386670663002634,0.8500269071124592
TravelInsurancePrediction_bootstrap_4.xlsx,Original,0.9404630903393638,0.8645413105419854
TravelInsurancePrediction_bootstrap_5.xlsx,Original,0.9435589212757975,0.8621952836900609
TravelInsurancePrediction_bootstrap_6.xlsx,Original,0.946325232074632,0.862974949758045
TravelInsurancePrediction_bootstrap_7.xlsx,Original,0.9342158798008857,0.8518680927816307
TravelInsurancePrediction_dp_bootstrap_1.xlsx,DP,1.0,0.833761028692293
TravelInsurancePrediction_dp_bootstrap_2.xlsx,DP,1.0,0.7951782957947806
TravelInsurancePrediction_dp_bootstrap_3.xlsx,DP,1.0,0.8037122350742598
TravelInsurancePrediction_dp_bootstrap_4.xlsx,DP,1.0,0.8179281555021218
TravelInsurancePrediction_dp_bootstrap_5.xlsx,DP,1.0,0.815385974305698
TravelInsurancePrediction_dp_bootstrap_6.xlsx,DP,1.0,0.8075047922093948
TravelInsurancePrediction_dp_bootstrap_7.xlsx,DP,1.0,0.8085810025532203
TravelInsurancePrediction_k_anonimizado_codificado_bootstrap_1.xlsx,K-Anonimizado,0.9895823284254993,0.8575098059914105
TravelInsurancePrediction_k_anonimizado_codificado_bootstrap_2.xlsx,K-Anonimizado,0.980960733705702,0.8356784086694928
TravelInsurancePrediction_k_anonimizado_codificado_bootstrap_3.xlsx,K-Anonimizado,0.9866979649796894,0.8435180769337421
TravelInsurancePrediction_k_anonimizado_codificado_bootstrap_4.xlsx,K-Anonimizado,0.9859975721259009,0.8532360005338114
TravelInsurancePrediction_k_anonimizado_codificado_bootstrap_5.xlsx,K-Anonimizado,0.9820337789317769,0.8071634682758084
TravelInsurancePrediction_k_anonimizado_codificado_bootstrap_6.xlsx,K-Anonimizado,0.980228027830854,0.8325648781230128
TravelInsurancePrediction_k_anonimizado_codificado_bootstrap_7.xlsx,K-Anonimizado,0.9928159735159688,0.8407356779591886
TravelInsurancePrediction_l_diverso_codificado_bootstrap_1.xlsx,L-Diverso,0.9861600784636027,0.8248714545090998
TravelInsurancePrediction_l_diverso_codificado_bootstrap_2.xlsx,L-Diverso,0.988755542649764,0.811089276927075
TravelInsurancePrediction_l_diverso_codificado_bootstrap_3.xlsx,L-Diverso,0.9904841162234452,0.8439646345554266
TravelInsurancePrediction_l_diverso_codificado_bootstrap_4.xlsx,L-Diverso,0.9844345322119559,0.8147675819299438
TravelInsurancePrediction_l_diverso_codificado_bootstrap_5.xlsx,L-Diverso,0.9805439033820107,0.8324515272838378
TravelInsurancePrediction_l_diverso_codificado_bootstrap_6.xlsx,L-Diverso,0.9770785039989397,0.8061056759202014
TravelInsurancePrediction_l_diverso_codificado_bootstrap_7.xlsx,L-Diverso,0.9783710362042385,0.8213375885524188
TravelInsurancePrediction_t_close_codificado_bootstrap_1.xlsx,T-Close,0.976852092540982,0.7078856552814625
TravelInsurancePrediction_t_close_codificado_bootstrap_2.xlsx,T-Close,0.9657538510830548,0.6572787644494432
TravelInsurancePrediction_t_close_codificado_bootstrap_3.xlsx,T-Close,0.9740662967906248,0.7419234250947795
TravelInsurancePrediction_t_close_codificado_bootstrap_4.xlsx,T-Close,0.9592807064521862,0.6711480261419188
TravelInsurancePrediction_t_close_codificado_bootstrap_5.xlsx,T-Close,0.9629209281655037,0.6970260041701615
TravelInsurancePrediction_t_close_codificado_bootstrap_6.xlsx,T-Close,0.9786984988382563,0.6958336391000381
TravelInsurancePrediction_t_close_codificado_bootstrap_7.xlsx,T-Close,0.9861105743424584,0.7670401517680367
